            0         1         2         3         4         5         6   \
PC37  0.000455 -0.119232 -0.003553  0.051442  0.030287  0.010711 -0.344592   
PC38  0.011122 -0.197891 -0.088869  0.108012 -0.052408  0.050698  0.139859   
PC39 -0.042697 -0.072731 -0.028539 -0.021855  0.072110  0.019582 -0.085159   

            56        57        58        59        60        61        62  \
PC0  -0.143069  0.003265  0.074782  0.020475  0.010086 -0.052069 -0.029651   
PC1  -0.128087  0.190480  0.163681  0.208646  0.199482 -0.008820 -0.049660   
PC2  -0.078560 -0.184653 -0.095847 -0.172743 -0.181983  0.067087  0.017356   
PC3  -0.044177 -0.105764 -0.069536 -0.093725 -0.086646 -0.018730 -0.057276   
PC4  -0.000359  0.156551  0.198124  0.162620  0.145893  0.289518  0.303233   
PC5  -0.017541 -0.054046 -0.116027 -0.049962 -0.043188  0.160740  0.289166   
PC6  -0.033433  0.016311  0.007810  0.023764  0.036287 -0.119333 -0.184236   
PC7  -0.124802 -0.031577  0.089927 -0.022835 -0.075400  0.041105  0.082874   
PC8   0.049393 -0.136635 -0.111285 -0.128533 -0.114060  0.251484  0.146007   
PC9  -0.079164  0.128509  0.151448  0.147728  0.141437 -0.247756  0.053848   
PC10  0.013156 -0.055062 -0.082836 -0.064937 -0.060834  0.020427 -0.030777   
PC11  0.026422  0.137629  0.014812  0.131787  0.099061  0.062007  0.043408   
PC12 -0.015145 -0.002423  0.051092 -0.011096 -0.033447 -0.109243  0.122003   
PC13  0.005935  0.247112  0.013857  0.227430  0.220758  0.106897 -0.070841   
PC14  0.017681 -0.265206  0.209478 -0.221948 -0.259094 -0.089212  0.073985   
PC15  0.153698 -0.046763 -0.106372 -0.046866 -0.019587  0.235357 -0.185624   
PC16 -0.115884  0.013975  0.216651  0.023356 -0.088060  0.083509 -0.058215   
PC17  0.069978  0.050448 -0.257320  0.004831 -0.007166 -0.304572  0.029411   
PC18 -0.056290 -0.091980  0.235665 -0.077828 -0.139000 -0.026573 -0.061726   
PC19  0.102811  0.056859 -0.201257  0.031850 -0.049313  0.031348  0.067033   
PC20 -0.104944  0.135808 -0.068976  0.086890  0.001291  0.159949  0.051833   
PC21  0.075843  0.090792  0.008592  0.054251  0.023464 -0.040575 -0.057684   
PC22  0.188349  0.119589 -0.179529  0.072004 -0.206307 -0.014628  0.099954   
PC23  0.153851 -0.014528  0.252327  0.028436 -0.074979 -0.024188  0.016472   
PC24 -0.252491 -0.099934  0.145755 -0.076895  0.097433  0.115067  0.073803   
PC25  0.003161  0.069658 -0.069530  0.061180 -0.008274  0.028120 -0.041757   
PC26 -0.056006  0.088101 -0.062337  0.013489 -0.145744 -0.084185 -0.117733   
PC27 -0.123716 -0.059364 -0.091570 -0.044190  0.236059 -0.023638  0.079235   
PC28  0.297943  0.241743 -0.118194  0.187711 -0.316455 -0.028382  0.041677   
PC29 -0.314796 -0.074420 -0.148905 -0.085114  0.161425 -0.057005  0.055435   
PC30 -0.006979  0.008294 -0.157544 -0.019094  0.056857  0.036625  0.007629   
PC31 -0.183965 -0.038978 -0.079721 -0.067847  0.168236 -0.107893  0.100511   
PC32 -0.034763  0.004901 -0.077067 -0.012134  0.135928 -0.072027 -0.047765   
PC33  0.054367 -0.006150 -0.086322 -0.012083  0.035965 -0.081944  0.044736   
PC34  0.032708  0.074593 -0.052144  0.017271 -0.129811  0.048394  0.130885   
PC35 -0.426891  0.104144 -0.223012  0.014076 -0.251441  0.219919 -0.071246   
PC36  0.174101 -0.060285  0.051680 -0.071438  0.113725  0.147486 -0.028399   
PC37 -0.041452 -0.027865 -0.069796 -0.049037  0.037565 -0.036481  0.125111   
PC38  0.271795 -0.182820 -0.080297 -0.035858  0.292671  0.159634 -0.033673   
PC39  0.034058 -0.022664  0.027757 -0.012633  0.055353  0.103456 -0.162506   

            63        64        65        66        67        68        69  \
PC0   0.110324  0.108005 -0.032512  0.002134 -0.143574 -0.061493 -0.134819   
PC1   0.026731  0.018240 -0.088634 -0.047450 -0.060170 -0.055326 -0.047089   
PC2  -0.056147 -0.070489 -0.209101 -0.248863  0.103586  0.074857  0.120053   
PC3  -0.091310 -0.073096 -0.190987 -0.166540  0.021010  0.005523  0.039176   
PC4   0.202321  0.218928  0.049960 -0.067082  0.141269  0.267087  0.150820   
PC5   0.063749  0.132545 -0.162707 -0.074558  0.067128  0.214324  0.091286   
PC6  -0.042066 -0.064270 -0.014648  0.045356 -0.074345 -0.180248 -0.077818   
PC7   0.021190  0.083915  0.050536 -0.033282  0.005218  0.142522  0.010969   
PC8   0.209086  0.173619 -0.002714  0.083013  0.048882  0.030544  0.060085   
PC9  -0.217379 -0.057640 -0.188097 -0.180713 -0.048077  0.149694 -0.033895   
PC10 -0.021180 -0.035074 -0.055447 -0.014357  0.044823 -0.021276  0.058883   
PC11  0.116868  0.161993  0.067790  0.079108 -0.027591  0.007362 -0.032345   
PC12 -0.131784 -0.031861 -0.074570 -0.221359  0.013499  0.208095  0.001857   
PC13 -0.205439 -0.259079 -0.230265 -0.167836  0.251511  0.047640  0.272800   
PC14 -0.070578  0.049388 -0.123117 -0.172954  0.027471  0.134434  0.016126   
PC15  0.057017 -0.189243 -0.173950  0.113484  0.192592 -0.265205  0.230774   
PC16  0.091495  0.026770 -0.004659  0.039993  0.033648 -0.052870  0.053911   
PC17 -0.053584  0.082170  0.015079 -0.328709 -0.110025  0.128900 -0.156792   
PC18 -0.272195 -0.271186  0.137682  0.074240  0.098818 -0.023689  0.087680   
PC19 -0.079840 -0.035839  0.139017  0.137477  0.021362 -0.000566 -0.027266   
PC20 -0.030576 -0.148739  0.288468 -0.117699  0.088635 -0.054132 -0.007851   
PC21 -0.134615 -0.079307 -0.032911  0.067496  0.025244  0.037420  0.044339   
PC22 -0.220015 -0.139296  0.127607  0.217999  0.003473  0.150618 -0.001499   
PC23 -0.010218  0.108656 -0.190338  0.106182  0.042652 -0.048952  0.021284   
PC24  0.079576 -0.184377  0.187910  0.034837 -0.021098 -0.063440 -0.066951   
PC25  0.302968  0.045833 -0.244165 -0.201027  0.001054 -0.193582 -0.029810   
PC26  0.138139  0.059853 -0.269192 -0.087697  0.088936 -0.267804  0.053318   
PC27  0.087719 -0.025960 -0.078098 -0.062308 -0.024985 -0.041863 -0.043010   
PC28  0.010184  0.188683 -0.105549  0.018120  0.026047 -0.042020  0.033156   
PC29 -0.051337  0.117092 -0.243993  0.278962  0.058270 -0.056374  0.136612   
PC30 -0.086050  0.090738 -0.004447 -0.168956  0.002802  0.005226  0.015894   
PC31 -0.195911  0.158773 -0.140484  0.304718  0.074373  0.089677  0.126071   
PC32 -0.216686  0.204558 -0.024512  0.121952  0.146661  0.030657  0.149187   
PC33 -0.158652  0.132408  0.012580  0.152251  0.009814  0.156497  0.047546   
PC34 -0.160169  0.068271 -0.021142  0.097491  0.050559 -0.195429  0.024909   
PC35 -0.098838 -0.040580  0.202259 -0.132419 -0.028659  0.046238  0.028973   
PC36 -0.226870  0.193307  0.216134 -0.162492  0.115470 -0.065440  0.068229   
PC37 -0.042320  0.037792  0.029622 -0.142117  0.013619 -0.098006 -0.119039   
PC38 -0.028684 -0.060980  0.067851 -0.195832 -0.067762 -0.080478  0.002907   
PC39 -0.141328  0.209601  0.043755 -0.208251  0.043338 -0.049252  0.070458   

            70        71        72        73        74        75        76  \
PC0  -0.139044  0.139283  0.144360  0.140635  0.146379 -0.158429 -0.156053   
PC1  -0.064930 -0.030115 -0.006614 -0.037542 -0.010245 -0.089280 -0.080384   
PC2   0.109850 -0.121379 -0.125845 -0.097107 -0.108525 -0.072378 -0.103911   
PC3   0.016395  0.105340  0.103522  0.098991  0.102576 -0.054311 -0.047181   
PC4   0.146957 -0.024271 -0.030932 -0.004917 -0.013498  0.039401 -0.013508   
PC5   0.116877 -0.075761 -0.092085 -0.068519 -0.093522 -0.073855  0.055838   
PC6  -0.096764 -0.030895 -0.055126 -0.039346 -0.060755 -0.072191 -0.042720   
PC7  -0.015873 -0.111632 -0.034351 -0.153267 -0.058310  0.007610 -0.105808   
PC8   0.030305  0.040128  0.013012 -0.003509 -0.014801 -0.105728 -0.024904   
PC9   0.026894 -0.051959 -0.007404 -0.068747 -0.020082 -0.066816  0.013939   
PC10  0.030530  0.036184  0.028622  0.035185  0.024861  0.024313 -0.005679   
PC11 -0.067679 -0.192955 -0.165652 -0.209243 -0.180148 -0.031026 -0.008277   
PC12  0.079676  0.122459  0.038367  0.094499  0.030409  0.003125  0.063113   
PC13  0.212248  0.132700  0.032864  0.137539  0.042217  0.010488  0.011611   
PC14  0.017088  0.075915  0.097997  0.073690  0.095799  0.008819 -0.034954   
PC15  0.126376 -0.059721 -0.067375 -0.068963 -0.081666 -0.058137 -0.008035   
PC16 -0.031901 -0.067745 -0.149224 -0.087479 -0.142235 -0.016923 -0.096448   
PC17 -0.047645 -0.018378 -0.262231 -0.017282 -0.257608  0.039978  0.008974   
PC18  0.116550 -0.249071 -0.065780 -0.252326 -0.074783  0.009978 -0.068850   
PC19 -0.007172  0.014548 -0.032886 -0.000923 -0.026917 -0.027685  0.010731   
PC20  0.102445  0.106649  0.144089  0.094813  0.148060  0.050422 -0.104490   
PC21  0.005904 -0.170340 -0.119129 -0.190209 -0.138530 -0.044268  0.019972   
PC22  0.047849  0.058416  0.017337  0.043919  0.042676 -0.067530  0.032214   
PC23 -0.064418  0.212628 -0.038145  0.230681 -0.012404 -0.005551  0.200193   
PC24  0.063686  0.066009 -0.028645  0.057910 -0.032949  0.025125  0.014394   
PC25  0.011011 -0.049135  0.104772 -0.063313  0.127463  0.004286 -0.070836   
PC26 -0.048861 -0.105104 -0.022781 -0.116737 -0.008883  0.058382  0.003334   
PC27  0.057273 -0.108287  0.037542 -0.103647 -0.002544  0.010130 -0.013155   
PC28 -0.054643 -0.016718  0.071425  0.000577  0.051128  0.046610 -0.070154   
PC29 -0.007310 -0.009987  0.033968  0.000740  0.066883  0.069901  0.107859   
PC30 -0.066404 -0.074581  0.090988 -0.096105  0.065238  0.029189 -0.123459   
PC31 -0.060108  0.032053  0.025754  0.026292  0.022968  0.062904 -0.078124   
PC32 -0.108468 -0.004668  0.073161  0.026271  0.051857  0.019966 -0.160806   
PC33 -0.061648 -0.135637  0.117493 -0.161226  0.161446 -0.060605 -0.060896   
PC34 -0.049551  0.029623  0.002852  0.018155 -0.011827 -0.024110  0.013174   
PC35 -0.107147 -0.033732  0.085486 -0.044629  0.090257  0.000334 -0.001271   
PC36 -0.188312 -0.041606  0.055513 -0.036509  0.064963 -0.074859 -0.060693   
PC37  0.108034 -0.036986  0.003803 -0.034499 -0.001789  0.005550  0.111280   
PC38 -0.040814 -0.080762  0.112218 -0.069190  0.151497  0.003854  0.021827   
PC39 -0.189682 -0.052614  0.023418 -0.057762  0.044421  0.101613  0.149153   

            77        78        79        80  
PC0  -0.026982  0.108752 -0.009272  0.002923  
PC1   0.017256 -0.009020  0.027015  0.021185  
PC2  -0.226974 -0.046113 -0.210678 -0.233103  
PC3   0.016438  0.064275  0.033135  0.015929  
PC4  -0.136386  0.065547 -0.121411 -0.165860  
PC5  -0.089571 -0.229580 -0.086631 -0.028790  
PC6   0.041116 -0.066048  0.056988  0.051507  
PC7   0.274678  0.290715  0.295348  0.220216  
PC8   0.291405 -0.098385  0.325803  0.297671  
PC9   0.087852 -0.085810  0.110221  0.118942  
PC10  0.016705  0.062670  0.013829  0.039777  
PC11  0.095829 -0.156797  0.081113  0.106178  
PC12  0.208066 -0.053704  0.229100  0.106576  
PC13  0.065976  0.067318  0.129194  0.048450  
PC14  0.050936  0.109628  0.063097  0.077541  
PC15  0.097075 -0.043184  0.107314  0.160015  
PC16  0.095463  0.062082  0.062790 -0.135569  
PC17  0.084494 -0.248788  0.081048 -0.030974  
PC18 -0.035139  0.033082 -0.036756  0.028491  
PC19  0.104942 -0.028864  0.096300 -0.078233  
PC20  0.106208 -0.129359  0.023780 -0.057066  
PC21  0.000312  0.015249 -0.009235  0.017373  
PC22  0.095927  0.175025  0.058934 -0.259192  
PC23  0.006738 -0.327279  0.000152 -0.089684  
PC24  0.004181 -0.106655  0.019141 -0.028560  
PC25  0.130821  0.153427  0.060110 -0.261954  
PC26  0.109841 -0.075191  0.044521 -0.171799  
PC27 -0.081056  0.366167 -0.097420  0.206785  
PC28 -0.174177  0.174018 -0.114916  0.250580  
PC29  0.089055 -0.115736  0.045183 -0.109665  
PC30 -0.016095  0.143093 -0.092482  0.020517  
PC31  0.052320  0.038917 -0.082416 -0.026618  
PC32 -0.158118 -0.159306 -0.132473  0.345947  
PC33  0.197353  0.062410  0.155816 -0.406569  
PC34 -0.008614 -0.035187  0.006420  0.013240  
PC35 -0.072879 -0.210196  0.007731  0.077157  
PC36  0.052116  0.046910 -0.051395 -0.057850  
PC37 -0.063547  0.039892 -0.068796  0.160999  
PC38  0.025945 -0.222056  0.063460 -0.028008  
PC39  0.067373  0.017230  0.031208 -0.082523  
